SN,StnID,StationName,LatDD,LongDD,Region,Column1,Air_T,RH,Pluvio,TBRG,AvgWS,AvgWD,SolRad,SoilTemp5,SoilMoisture520,SoilMoisture50100,Pressure,
1,201,Treherne,49.635,-98.676,Central,371,2006,2006,2011,2006,2007,2007,2017,2007,2016,2018,2018
2,202,Starbuck,49.768,-97.664,Central,237,2006,2006,2011,2006,2007,2007,2012,2007,2016,2019,2019
3,203,St. Pierre,49.449,-96.963,Eastern,244,2006,2006,2016,2006,2007,2007,2017,2007,2016,2018,2018
4,204,Gladstone,50.142,-98.95,Central,279,2006,2006,2011,2006,2007,2007,2009,2007,2016,2018,2018
5,205,Moosehorn,51.333,-98.598,Interlake,253,2006,2006,2014,2006,2007,2007,2016,2015,2016,2018,2018
6,206,Arborg,50.904,-97.273,Interlake,230,2006,2006,2011,2006,2007,2007,2012,2007,2016,2019,2019
7,207,Teulon,50.381,-97.236,Interlake,249,2006,2006,2016,2006,2007,2007,2017,2007,2016,2018,2018
8,208,Souris,49.63,-100.198,Southwest,449,2006,2006,2011,2006,2007,2007,2017,2007,2016,2018,2018
9,209,Boissevain,49.24,-100.055,Southwest,503,2006,2006,2011,2006,2007,2007,2017,2007,2016,2018,2018
10,210,Selkirk,50.177,-96.794,Interlake,227,2006,2006,2011,2006,2007,2007,2012,2007,2016,2019,2019
11,211,St Rose,51.082,-99.524,Northwest,263,2006,2006,2011,2006,2007,2007,2017,2007,2016,2017,2018
12,212,Carman,49.498,-98.03,Central,271,2006,2006,2011,2006,2007,2007,2017,2007,2017,,
13,213,Ethelbert,51.572,-100.488,Northwest,370,2006,2006,2019,2006,2007,2007,2019,2007,2019,2019,2019
14,214,Hamiota,50.185,-100.603,Southwest,527,2006,2006,2011,2006,2007,2007,2017,2007,2016,2018,2018
15,215,Russell,50.769,-101.297,Northwest,554,2006,2006,2011,2006,2007,2007,2017,2007,2016,2017,2018
16,216,Birtle,50.411,-100.893,Southwest,542,2006,2006,2011,2006,2007,2007,2017,2007,2016,2018,2018
17,217,Dugald,49.826,-96.776,Eastern,245,2006,2006,2016,2006,2007,2007,2016,2007,2016,2018,2018
18,218,Eriksdale,50.829,-98.111,Interlake,265,2006,2006,2014,2006,2007,2007,2016,2007,2016,2018,2018
19,219,Grandview,51.185,-100.715,Northwest,439,2006,2006,2016,2006,2007,2007,2017,2007,2016,2017,2018
20,220,Killarney,49.148,-99.685,Southwest,511,2006,2006,2011,2006,2007,2007,2017,2007,2016,2018,2018
21,221,Minnedosa,50.272,-99.762,Southwest,563,2006,2006,2014,2006,2007,2007,2017,2007,2016,2018,2018
22,222,Morris,49.361,-97.322,Central,239,2006,2006,2011,2006,2007,2007,2007,2007,2016,2018,2018
23,223,Steinbach,49.55,-96.681,Eastern,258,2006,2006,2011,2006,2007,2007,2017,2007,2016,2019,2019
24,224,Virden,49.878,-100.918,Southwest,442,2006,2006,2011,2006,2007,2007,2017,2007,2016,2018,2018
25,225,Woodlands,50.161,-97.712,Interlake,252,2006,2006,2016,2006,2007,2007,2017,2007,2016,2018,2018
26,230,Winkler,49.122,-97.932,Central,279,2007,2007,2011,2007,2007,2007,2007,2007,2016,2018,2018
27,231,Swan Valley,52.057,-101.49,Northwest,375,2007,2007,2016,2007,2007,2007,2017,2007,2016,2018,2018
28,232,Pierson,49.215,-101.21,Southwest,470,2007,2007,2016,2007,2007,2007,2017,2007,2016,2018,2018
29,233,Forrest,50.054,-99.926,Southwest,502,2007,2007,2014,2007,2007,2007,2007,2007,2016,2018,2018
30,235,Portage East,49.97,-98.254,Central,257,2008,2008,2014,2008,2008,2008,2008,2008,2016,2018,2018
31,237,Elm Creek,49.68,-97.984,Central,264,2008,2008,2011,2008,2008,2008,2008,2008,2016,2019,2019
32,239,Glenboro,49.547,-99.326,Southwest,373,2009,2009,2014,2009,2009,2009,2017,2009,2016,2018,2018
33,240,Wawanesa,49.636,-99.662,Southwest,374,2010,2010,2011,2010,2010,2010,2017,2010,2016,2019,2019
34,241,Deloraine,49.148,-100.491,Southwest,514,2010,2010,2011,2010,2010,2010,2017,2010,2016,2018,2018
35,242,Manitou,49.245,-98.545,Central,485,2010,2010,2011,2010,2010,2010,2017,2010,2016,2018,2018
36,243,St Adolphe,49.696,-97.118,Eastern,229,2011,2011,2011,2011,2011,2011,2011,2011,2016,2018,2018
37,244,Altona,49.095,-97.528,Central,246,2012,2012,2011,2012,2012,2012,2012,2012,2016,2018,2018
38,245,Reston,49.576,-101.033,Southwest,481,2013,2013,2016,2013,2013,2013,2017,2013,2016,2018,2018
39,246,Somerset,49.414,-98.704,Central,476,2012,2012,2014,2012,2012,2012,2012,2012,2016,2018,2018
40,251,Beausejour,50.116,-96.434,Eastern,235,2014,2014,2014,2014,2014,2014,2014,2014,2016,2019,2019
41,252,Narcisse,50.702,-97.53,Interlake,278,2014,2014,2011,2014,2014,2014,2014,2014,2016,2018,2018
42,253,Alonsa,50.698,-99.068,Northwest,288,2015,2015,2011,2015,2015,2015,2015,2015,2016,2019,2019
43,255,Menisino,49.097,-96.137,Eastern,349,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
44,314,Carberry,49.905,-99.354,Southwest,377,2007,2007,,2007,2011,2011,2017,2017,2017,,
45,501,Clearwater,49.118,-99.054,Central,457,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
46,502,Cartwright,49.088,-99.325,Central,465,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
47,503,Baldur,49.356,-99.248,Central,432,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
48,504,Findlay,49.547,-100.782,Southwest,434,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
49,505,Argue,49.436,-100.308,Southwest,466,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
50,506,Minto,49.428,-99.924,Southwest,472,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
51,507,Waskada,49.088,-100.93,Southwest,452,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
52,508,Mountainside,49.13,-100.298,Southwest,584,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
53,509,Ninette,49.326,-99.699,Southwest,470,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
54,510,Minitonas,52.144,-100.882,Northwest,318,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
55,511,Fork River,51.538,-100.006,Northwest,263,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
56,512,Drifting River,51.358,-100.361,Northwest,338,2015,2015,2015,2015,2015,2015,2015,2015,2016,2017,2018
57,513,Windygates,49.008,-98.38,Central,476,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
58,514,Snowflake,49.016,-98.673,Central,476,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
59,515,Taylor's Point,50.862,-98.448,Interlake,250,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
60,516,Inwood,50.507,-97.622,Interlake,266,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
61,517,Fisherton,51.185,-97.769,Interlake,253,2015,2015,2015,2015,2015,2015,2015,2015,2016,2018,2018
62,518,Gardenton,49.088,-96.64,Eastern,298,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
63,519,Zhoda,49.252,-96.511,Eastern,305,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
64,520,Ruthenia,50.827,-100.903,Northwest,591,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
65,521,Vivian,49.885,-96.411,Eastern,268,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
66,522,Elma,49.875,-95.92,Eastern,284,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
67,523,Oakburn,50.595,-100.672,Southwest,587,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
68,524,Kane,49.355,-97.704,Central,246,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
69,525,Inglis,50.948,-101.259,Northwest,572,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
70,526,Pipe Lake,51.316,-100.693,Northwest,530,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2018
71,527,San Clara,51.421,-101.398,Northwest,606,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
72,528,Rorketon,51.333,-99.493,Northwest,260,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
73,529,St. Lazare,50.447,-101.231,Southwest,503,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
74,531,Kola,49.857,-101.37,Southwest,535,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
75,740,Bede,49.402,-100.93,Southwest,437,2013,2013,2014,2013,2013,2013,2016,2013,2016,2018,2018
76,530,Brunkild ,49.591,-97.518,Central,238,2016,2016,2016,2016,2016,2016,2016,2016,2016,2018,2018
77,532,Keld,50.993,-100.227,Northwest,428,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2018
78,533,Austin,49.9607,-98.9054,Central,303,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
79,534,Bagot,49.9601,-98.6367,Central,285,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
80,535,Dominion City,49.1631,-97.1454,Eastern,237,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
81,536,Elie,49.96,-97.7463,Central,240,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
82,537,Marchand,49.4294,-96.4428,Eastern,300,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
83,538,Rosa,49.2415,-96.8135,Eastern,281,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
84,539,Lakeland,50.2548,-98.6376,Central,260,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
85,540,Plumas,50.4029,-99.007,Central,273,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
86,541,Newdale,50.3389,-100.1616,Southwest,606,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
87,542,Dand,49.3776,-100.5387,Southwest,472,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
88,543,Sinclair,49.4919,-101.3028,Southwest,496,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
89,544,Alexander,49.8134,-100.3721,Southwest,431,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
90,545,Eden,50.4324,-99.4392,Southwest,384,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
91,546,McAuley,50.182,-101.4239,Southwest,506,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
92,547,Miniota,50.137,-100.9434,Southwest,470,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
93,548,Kenton,50.0187,-100.5926,Southwest,474,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
94,549,Lake Audy,50.6803,-100.2593,Southwest,569,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
95,550,Rivers,50.0514,-100.2341,Southwest,488,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
96,551,Neepawa,50.1889,-99.432,Southwest,379,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
97,552,Reedy Creek,50.9461,-98.9286,Northwest,251,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
98,553,Laurier,50.8753,-99.6024,Northwest,303,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
99,554,St. Claude,49.6649,-98.3329,Central,305,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
100,555,Stonewall,50.1227,-97.3033,Interlake,247,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
101,556,Lake Francis,50.3583,-97.8755,Interlake,261,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
102,557,Lac du Bonnet,50.2796,-96.0507,Eastern,259,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
103,558,Shilo,49.8277,-99.6988,Southwest,378,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
104,559,Holland,49.591,-98.984,Central,372,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
105,560,Prawda,49.6477,-95.7241,Eastern,306,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
106,561,Sprague Lake,49.3325,-95.4056,Eastern,358,2017,2017,2017,2017,2017,2017,2017,2017,,,
107,562,Poplarfield,50.8858,-97.603,Interlake,270,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
108,563,Birch River,52.3472,-101.1099,Northwest,306,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018
109,564,Riverton,51.0203,-97.0625,Interlake,222,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
110,565,Stead,50.4138,-96.4111,Eastern,237,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
111,566,BrandonNH,49.876,-99.909,Southwest,394,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
112,567,Richer,49.6089,-96.5256,Eastern,280,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
113,568,Petersfield,50.2994,-97.0406,Interlake,230,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
114,569,Clarkleigh,50.5947,-98.0035,Interlake,253,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
115,570,Saint Labre,49.3116,-95.9831,Eastern,358,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
116,571,Ingelow,49.9674,-99.5919,Southwest,386,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
117,572,Erickson,50.5057,-99.9013,Southwest,632,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
118,573,Jordan,49.3663,-98.0219,Central,268,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
119,574,Amaranth,50.6424,-98.6686,Northwest,251,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
120,575,Ashville,51.1623,-100.297,Northwest,342,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
