Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-29,2023,04,29,,8.5,,1.8,,5.1,,12.9,,0.0,,,,,,4.9,,,,8,,50,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-04-30,2023,04,30,,12.5,,-0.7,,5.9,,12.1,,0.0,,,,,,0.0,,,,1,,47,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-05-01,2023,05,01,,10.9,,-0.7,,5.1,,12.9,,0.0,,,,,,0.0,,,,2,,43,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-05-02,2023,05,02,,19.7,,-3.9,,7.9,,10.1,,0.0,,,,,,0.0,,,,,,,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-05-03,2023,05,03,,22.2,,3.4,,12.8,,5.2,,0.0,,,,,,0.0,,,,2,,37,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-05-04,2023,05,04,,18.6,,3.2,,10.9,,7.1,,0.0,,,,,,0.0,,,,2,,36,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-05-05,2023,05,05,,18.2,,3.4,,10.8,,7.2,,0.0,,,,,,0.4,,,,9,,42,
-99.07,49.56,CYPRESS RIVER RCS,5010641,2023-05-06,2023,05,06,,16.8,,6.1,,11.4,,6.6,,0.0,,,,,,0.0,,,,8,,46,
-100.05,51.10,DAUPHIN,5040689,2023-04-01,2023,04,01,,3.8,,-11.8,,-4.0,,22.0,,0.0,,,,,,0.0,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-02,2023,04,02,,-1.2,,-10.5,,-5.9,,23.9,,0.0,,,,,,0.0,,,,1,,55,
-100.05,51.10,DAUPHIN,5040689,2023-04-03,2023,04,03,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-04,2023,04,04,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-05,2023,04,05,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-06,2023,04,06,,0.6,,-9.2,,-4.3,,22.3,,0.0,,,,,,0.0,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-07,2023,04,07,,1.9,,-12.2,,-5.2,,23.2,,0.0,,,,,,0.0,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-08,2023,04,08,,7.8,,-11.6,,-1.9,,19.9,,0.0,,,,,,0.0,,,,20,,52,
-100.05,51.10,DAUPHIN,5040689,2023-04-09,2023,04,09,,8.1,,-3.3,,2.4,,15.6,,0.0,,,,,,0.0,,,,29,,42,
-100.05,51.10,DAUPHIN,5040689,2023-04-10,2023,04,10,,13.5,,0.8,,7.2,,10.8,,0.0,,,,,,0.0,,,,28,,68,
-100.05,51.10,DAUPHIN,5040689,2023-04-11,2023,04,11,,15.9,,0.8,,8.4,,9.6,,0.0,,,,,,0.0,,,,11,,37,
-100.05,51.10,DAUPHIN,5040689,2023-04-12,2023,04,12,,9.6,,1.1,,5.4,,12.6,,0.0,,,,,,0.0,,,,26,,59,
-100.05,51.10,DAUPHIN,5040689,2023-04-13,2023,04,13,,8.2,,-1.2,,3.5,,14.5,,0.0,,,,,,0.6,,,,7,,33,
-100.05,51.10,DAUPHIN,5040689,2023-04-14,2023,04,14,,3.2,,0.6,,1.9,,16.1,,0.0,,,,,,4.9,,,,1,,45,
-100.05,51.10,DAUPHIN,5040689,2023-04-15,2023,04,15,,6.7,,-2.9,,1.9,,16.1,,0.0,,,,,,0.0,,,,1,,35,
-100.05,51.10,DAUPHIN,5040689,2023-04-16,2023,04,16,,11.6,,-3.8,,3.9,,14.1,,0.0,,,,,,0.0,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-17,2023,04,17,,9.2,,-4.0,,2.6,,15.4,,0.0,,,,,,0.0,,,,6,,39,
-100.05,51.10,DAUPHIN,5040689,2023-04-18,2023,04,18,,6.0,,-4.0,,1.0,,17.0,,0.0,,,,,,0.0,,,,9,,41,
-100.05,51.10,DAUPHIN,5040689,2023-04-19,2023,04,19,,0.0,,-2.5,,-1.3,,19.3,,0.0,,,,,,0.0,,,,8,,50,
-100.05,51.10,DAUPHIN,5040689,2023-04-20,2023,04,20,,0.6,,-1.5,,-0.5,,18.5,,0.0,,,,,,2.1,,,,8,,52,
-100.05,51.10,DAUPHIN,5040689,2023-04-21,2023,04,21,,2.7,,-5.7,,-1.5,,19.5,,0.0,,,,,,0.4,,,,1,,55,
-100.05,51.10,DAUPHIN,5040689,2023-04-22,2023,04,22,,4.9,,-8.8,,-2.0,,20.0,,0.0,,,,,,0.0,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-23,2023,04,23,,5.5,,-5.6,,-0.1,,18.1,,0.0,,,,,,0.0,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-24,2023,04,24,,7.1,,-5.6,,0.8,,17.2,,0.0,,,,,,0.0,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-25,2023,04,25,,10.9,,-4.5,,3.2,,14.8,,0.0,,,,,,0.0,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-26,2023,04,26,,14.0,,-0.4,,6.8,,11.2,,0.0,,,,,,1.8,,,,29,,52,
-100.05,51.10,DAUPHIN,5040689,2023-04-27,2023,04,27,,7.5,,-1.3,,3.1,,14.9,,0.0,,,,,,0.0,,,,3,,39,
-100.05,51.10,DAUPHIN,5040689,2023-04-28,2023,04,28,,12.4,,-1.0,,5.7,,12.3,,0.0,,,,,,0.2,,,,,M,,M
-100.05,51.10,DAUPHIN,5040689,2023-04-29,2023,04,29,,9.4,,0.5,,5.0,,13.0,,0.0,,,,,,0.7,,,,35,,50,
-100.05,51.10,DAUPHIN,5040689,2023-04-30,2023,04,30,,12.6,,-1.6,,5.5,,12.5,,0.0,,,,,,0.0,,,,2,,41,
-100.05,51.10,DAUPHIN,5040689,2023-05-01,2023,05,01,,11.8,,-3.3,,4.3,,13.7,,0.0,,,,,,0.0,,,,2,,37,
-100.05,51.10,DAUPHIN,5040689,2023-05-02,2023,05,02,,22.9,,-4.2,,9.4,,8.6,,0.0,,,,,,0.0,,,,22,,35,
-100.05,51.10,DAUPHIN,5040689,2023-05-03,2023,05,03,,22.3,,4.3,,13.3,,4.7,,0.0,,,,,,0.0,,,,5,,35,
-100.05,51.10,DAUPHIN,5040689,2023-05-04,2023,05,04,,17.5,,0.0,,8.8,,9.2,,0.0,,,,,,0.0,,,,7,,37,
-100.05,51.10,DAUPHIN,5040689,2023-05-05,2023,05,05,,18.5,,1.2,,9.9,,8.1,,0.0,,,,,,0.0,,,,9,,50,
-100.05,51.10,DAUPHIN,5040689,2023-05-06,2023,05,06,,17.4,,1.2,,9.3,,8.7,,0.0,,,,,,0.0,,,,7,,54,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-01,2023,04,01,,0.2,,-12.7,,-6.2,,24.2,,0.0,,,,,,0.0,,26,,23,,51,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-02,2023,04,02,,-0.2,,-6.3,,-3.3,,21.3,,0.0,,,,,,2.5,,26,,35,,46,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-03,2023,04,03,,-3.8,,-12.4,,-8.1,,26.1,,0.0,,,,,,0.2,,27,,34,,46,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-04,2023,04,04,,-4.6,,-12.2,,-8.4,,26.4,,0.0,,,,,,2.0,,28,,2,,39,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-05,2023,04,05,,-5.7,,-7.7,,-6.7,,24.7,,0.0,,,,,,4.5,,28,,33,,63,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-06,2023,04,06,,-2.0,,-14.0,,-8.0,,26.0,,0.0,,,,,,0.0,,34,,33,,42,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-07,2023,04,07,,-3.6,,-17.1,,-10.3,,28.3,,0.0,,,,,,0.0,,33,,,,,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-08,2023,04,08,,2.6,,-12.5,,-5.0,,23.0,,0.0,,,,,,0.0,,42,,,,,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-09,2023,04,09,,7.8,,-2.6,,2.6,,15.4,,0.0,,,,,,0.0,,32,,24,,51,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-10,2023,04,10,,7.6,,3.4,,5.5,,12.5,,0.0,,,,,,0.0,,19,,23,,53,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-11,2023,04,11,,12.4,,0.7,,6.6,,11.4,,0.0,,,,,,0.0,,3,,25,,40,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-12,2023,04,12,,11.8,,4.5,,8.2,,9.8,,0.0,,,,,,0.0,,1,,29,,38,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-13,2023,04,13,,11.1,,1.5,,6.3,,11.7,,0.0,,,,,,4.3,,1,,2,,49,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-14,2023,04,14,,3.4,,0.9,,2.2,,15.8,,0.0,,,,,,0.0,,1,,33,,39,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-15,2023,04,15,,1.9,,-0.5,,0.7,,17.3,,0.0,,,,,,0.0,,1,,34,,52,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-16,2023,04,16,,8.5,,-1.6,,3.4,,14.6,,0.0,,,,,,0.0,,1,,36,,46,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-17,2023,04,17,,7.7,,-2.6,,2.5,,15.5,,0.0,,,,,,0.0,,1,,,,,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-18,2023,04,18,,6.2,,-4.2,,1.0,,17.0,,0.0,,,,,,0.0,,1,,10,,34,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-19,2023,04,19,,2.8,,-1.3,,0.8,,17.2,,0.0,,,,,,1.9,,1,,12,,53,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-20,2023,04,20,,1.4,,-1.4,,0.0,,18.0,,0.0,,,,,,9.7,,3,,4,,49,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-21,2023,04,21,,1.9,,-2.4,,-0.2,,18.2,,0.0,,,,,,0.7,,13,,34,,72,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-22,2023,04,22,,2.2,,-4.6,,-1.2,,19.2,,0.0,,,,,,0.0,,11,,33,,40,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-23,2023,04,23,,2.5,,-7.0,,-2.3,,20.3,,0.0,,,,,,0.0,,8,,,,,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-24,2023,04,24,,3.3,,-4.3,,-0.5,,18.5,,0.0,,,,,,0.0,,6,,,,,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-25,2023,04,25,,7.1,,-5.9,,0.6,,17.4,,0.0,,,,,,0.0,,4,,,,,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-26,2023,04,26,,10.3,,1.3,,5.8,,12.2,,0.0,,,,,,3.0,,1,,17,,44,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-27,2023,04,27,,11.4,,1.3,,6.3,,11.7,,0.0,,,,,,0.0,,1,,35,,35,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-28,2023,04,28,,12.2,,0.3,,6.2,,11.8,,0.0,,,,,,0.3,,1,,,,,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-29,2023,04,29,,8.4,,2.4,,5.4,,12.6,,0.0,,,,,,3.0,,1,,34,,47,
-98.32,49.40,DEERWOOD RCS,5020725,2023-04-30,2023,04,30,,12.2,,1.1,,6.7,,11.3,,0.0,,,,,,0.0,,1,,33,,55,
-98.32,49.40,DEERWOOD RCS,5020725,2023-05-01,2023,05,01,,10.7,,1.5,,6.1,,11.9,,0.0,,,,,,0.0,,,,36,,51,
-98.32,49.40,DEERWOOD RCS,5020725,2023-05-02,2023,05,02,,18.3,,0.9,,9.6,,8.4,,0.0,,,,,,0.0,,,,,,,
-98.32,49.40,DEERWOOD RCS,5020725,2023-05-03,2023,05,03,,22.4,,7.5,,15.0,,3.0,,0.0,,,,,,0.0,,,,27,,44,
-98.32,49.40,DEERWOOD RCS,5020725,2023-05-04,2023,05,04,,19.1,,5.7,,12.4,,5.6,,0.0,,,,,,0.0,,,,3,,43,
-98.32,49.40,DEERWOOD RCS,5020725,2023-05-05,2023,05,05,,18.2,,1.3,,9.7,,8.3,,0.0,,,,,,0.0,,,,6,,42,
-98.32,49.40,DEERWOOD RCS,5020725,2023-05-06,2023,05,06,,15.6,,4.0,,9.8,,8.2,,0.0,,,,,,0.2,,,,6,,37,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-01,2023,04,01,,-1.0,,-19.2,,-10.1,,28.1,,0.0,,,,,,0.0,,49,,17,,45,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-02,2023,04,02,,2.2,,-5.8,,-1.8,,19.8,,0.0,,,,,,0.0,,49,,17,,43,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-03,2023,04,03,,-0.1,,-8.6,,-4.4,,22.4,,0.0,,,,,,0.5,,50,,36,,45,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-04,2023,04,04,,-3.4,,-9.1,,-6.2,,24.2,,0.0,,,,,,1.7,,49,,3,,49,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-05,2023,04,05,,-5.0,,-7.3,,-6.1,,24.1,,0.0,,,,,,3.6,,65,,32,,49,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-06,2023,04,06,,-3.8,,-14.5,,-9.1,,27.1,,0.0,,,,,,0.2,,62,,32,,44,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-07,2023,04,07,,-0.6,,-17.9,,-9.3,,27.3,,0.0,,,,,,0.0,,60,,,,,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-08,2023,04,08,,6.2,,-11.4,,-2.6,,20.6,,0.0,,,,,,0.0,,60,,,,,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-09,2023,04,09,,5.7,,-8.2,,-1.3,,19.3,,0.0,,,,,,0.0,,57,,18,,35,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-10,2023,04,10,,6.0,,-2.8,,1.6,,16.4,,0.0,,,,,,0.0,,50,,17,,38,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-11,2023,04,11,,6.0,,0.3,,3.2,,14.8,,0.0,,,,,,0.0,,45,,16,,41,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-12,2023,04,12,,8.1,,-0.3,,3.9,,14.1,,0.0,,,,,,0.4,,36,,,,,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-13,2023,04,13,,9.0,,0.7,,4.9,,13.1,,0.0,,,,,,0.0,,30,,3,,37,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-14,2023,04,14,,4.8,,1.4,,3.1,,14.9,,0.0,,,,,,7.3,,24,,33,,35,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-15,2023,04,15,,1.5,,0.0,,0.7,,17.3,,0.0,,,,,,0.0,,20,,35,,48,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-16,2023,04,16,,8.0,,-0.8,,3.6,,14.4,,0.0,,,,,,0.0,,19,,35,,55,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-17,2023,04,17,,7.2,,-1.6,,2.8,,15.2,,0.0,,,,,,0.0,,5,,35,,35,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-18,2023,04,18,,9.2,,-1.8,,3.7,,14.3,,0.0,,,,,,0.0,,1,,9,,34,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-19,2023,04,19,,5.8,,-0.7,,2.5,,15.5,,0.0,,,,,,0.6,,,,10,,49,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-20,2023,04,20,,3.3,,-1.1,,1.1,,16.9,,0.0,,,,,,4.6,,,,2,,45,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-21,2023,04,21,,3.0,,-1.9,,0.6,,17.4,,0.0,,,,,,0.9,,4,,1,,56,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-22,2023,04,22,,3.6,,-2.3,,0.7,,17.3,,0.0,,,,,,0.0,,3,,34,,36,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-23,2023,04,23,,4.3,,-2.9,,0.7,,17.3,,0.0,,,,,,0.0,,0,,32,,32,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-24,2023,04,24,,5.0,,-0.8,,2.1,,15.9,,0.0,,,,,,0.0,,,,,,,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-25,2023,04,25,,9.4,,-2.8,,3.3,,14.7,,0.0,,,,,,0.0,,,,,,,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-26,2023,04,26,,7.6,,1.1,,4.4,,13.6,,0.0,,,,,,4.0,,,,18,,53,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-27,2023,04,27,,11.8,,1.5,,6.6,,11.4,,0.0,,,,,,0.2,,0,,34,,38,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-28,2023,04,28,,11.7,,1.0,,6.3,,11.7,,0.0,,,,,,0.0,,0,,,,,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-29,2023,04,29,,10.5,,2.8,,6.7,,11.3,,0.0,,,,,,3.7,,0,,34,,61,
-97.24,49.00,EMERSON AUTO,5020881,2023-04-30,2023,04,30,,12.2,,0.4,,6.3,,11.7,,0.0,,,,,,0.0,,0,,34,,55,
-97.24,49.00,EMERSON AUTO,5020881,2023-05-01,2023,05,01,,11.4,,0.2,,5.8,,12.2,,0.0,,,,,,0.0,,,,35,,59,
-97.24,49.00,EMERSON AUTO,5020881,2023-05-02,2023,05,02,,16.3,,-0.4,,8.0,,10.0,,0.0,,,,,,0.0,,,,,,,
-97.24,49.00,EMERSON AUTO,5020881,2023-05-03,2023,05,03,,22.5,,4.8,,13.7,,4.3,,0.0,,,,,,0.6,,,,33,,40,
-97.24,49.00,EMERSON AUTO,5020881,2023-05-04,2023,05,04,,20.0,,2.4,,11.2,,6.8,,0.0,,,,,,0.0,,,,36,,39,
-97.24,49.00,EMERSON AUTO,5020881,2023-05-05,2023,05,05,,19.6,,6.4,,13.0,,5.0,,0.0,,,,,,0.0,,,,7,,39,
-97.24,49.00,EMERSON AUTO,5020881,2023-05-06,2023,05,06,,16.4,,5.9,,11.1,,6.9,,0.0,,,,,,0.0,,,,8,,36,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-01,2023,04,01,,1.8,,-11.9,,-5.1,,23.1,,0.0,,,,,,0.0,,,,17,,35,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-02,2023,04,02,,1.5,,-8.1,,-3.3,,21.3,,0.0,,,,,,0.0,,,,4,,47,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-03,2023,04,03,,-4.3,,-14.2,,-9.2,,27.2,,0.0,,,,,,0.0,,,,,,,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-04,2023,04,04,,-1.1,,-17.7,,-9.4,,27.4,,0.0,,,,,,0.0,,,,,,,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-05,2023,04,05,,-4.5,,-7.8,,-6.1,,24.1,,0.0,,,,,,13.8,,,,36,,46,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-06,2023,04,06,,1.4,,-10.3,,-4.5,,22.5,,0.0,,,,,,0.0,,,,35,,35,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-07,2023,04,07,,0.4,,-15.2,,-7.4,,25.4,,0.0,,,,,,0.0,,,,,,,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-08,2023,04,08,,7.2,,-10.7,,-1.8,,19.8,,0.0,,,,,,0.0,,,,17,,34,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-09,2023,04,09,,9.3,,-3.6,,2.9,,15.1,,0.0,,,,,,0.0,,,,,,,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-10,2023,04,10,,11.4,,-1.7,,4.9,,13.1,,0.0,,,,,,0.0,,,,22,,33,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-11,2023,04,11,,15.1,,0.1,,7.6,,10.4,,0.0,,,,,,0.2,,,,14,,31,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-12,2023,04,12,,13.1,,0.0,,6.6,,11.4,,0.0,,,,,,0.0,,,,29,,36,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-13,2023,04,13,,8.9,,-1.8,,3.6,,14.4,,0.0,,,,,,0.0,,,,5,,43,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-14,2023,04,14,,4.1,,0.0,,2.1,,15.9,,0.0,,,,,,0.9,,,,5,,39,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-15,2023,04,15,,4.2,,-1.9,,1.1,,16.9,,0.0,,,,,,0.0,,,,1,,36,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-16,2023,04,16,,9.4,,-3.4,,3.0,,15.0,,0.0,,,,,,0.0,,,,35,,34,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-17,2023,04,17,,7.6,,-4.9,,1.4,,16.6,,0.0,,,,,,0.0,,,,,,,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-18,2023,04,18,,7.4,,-4.4,,1.5,,16.5,,0.0,,,,,,0.0,,,,,,,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-19,2023,04,19,,3.3,,-2.8,,0.3,,17.7,,0.0,,,,,,1.0,,,,7,,58,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-20,2023,04,20,,5.1,,-0.7,,2.2,,15.8,,0.0,,,,,,1.5,,,,7,,50,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-21,2023,04,21,,6.9,,-1.4,,2.7,,15.3,,0.0,,,,,,0.0,,,,36,,58,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-22,2023,04,22,,5.1,,-6.1,,-0.5,,18.5,,0.0,,,,,,0.0,,,,35,,32,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-23,2023,04,23,,3.8,,-3.7,,0.1,,17.9,,0.0,,,,,,0.0,,,,34,,33,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-24,2023,04,24,,5.1,,-3.9,,0.6,,17.4,,0.0,,,,,,0.0,,,,4,,37,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-25,2023,04,25,,10.9,,-5.9,,2.5,,15.5,,0.0,,,,,,0.0,,,,,,,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-26,2023,04,26,,10.0,,-0.8,,4.6,,13.4,,0.0,,,,,,7.9,,,,18,,60,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-27,2023,04,27,,7.6,,0.4,,4.0,,14.0,,0.0,,,,,,0.4,,,,,,,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-28,2023,04,28,,12.7,,-1.3,,5.7,,12.3,,0.0,,,,,,0.0,,,,,,,
-97.55,51.08,FISHER BRANCH (AUT),50309J6,2023-04-29,2023,04,29,,12.4,,1.6,,7.0,,11.0,,0.0,,,,,,0.0,,,,4,,36,
